City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Dekalb,US,33.7504,-84.2333,82.08,77,1,0.0,clear sky
346,Vila,PT,42.0304,-8.1588,51.22,92,100,2.21,overcast clouds
347,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,79.21,35,30,11.01,light rain
348,Japura,ID,-0.3167,102.35,87.01,56,53,5.91,broken clouds
349,Chara,RU,56.9064,118.2631,61.34,80,100,2.77,light rain
350,Negotin,RS,44.2264,22.5308,63.75,71,0,3.87,clear sky
351,Seoul,KR,37.5683,126.9778,95.41,46,0,8.05,clear sky
352,Coos Bay,US,43.3665,-124.2179,86.85,90,90,18.41,fog
353,Bagotville,AU,-28.9833,153.4167,69.82,33,0,10.74,clear sky
354,Terrace,CA,54.5163,-128.6035,63.43,77,40,2.3,light rain
355,Alexandroupoli,GR,40.8475,25.8744,68.97,64,1,12.5,clear sky
356,Okha,RU,53.5739,142.9478,79.39,64,97,5.61,overcast clouds
357,Shakawe,BW,-18.3667,21.85,46.87,71,0,5.97,clear sky
358,Vrsac,RS,45.1167,21.3036,75.02,46,0,19.57,clear sky
359,Palana,RU,59.1167,159.9667,49.89,98,100,6.67,overcast clouds
360,Manati,PR,18.4275,-66.4921,81.63,91,27,7.49,scattered clouds
361,Opuwo,NA,-18.0607,13.84,52.5,19,0,9.08,clear sky
362,Tongliao,CN,43.6125,122.2653,87.42,55,100,15.01,overcast clouds
363,Saint-Augustin,CA,51.226,-58.6502,52.59,83,25,6.49,scattered clouds
364,Alekseyevsk,RU,57.8406,108.3492,81.73,39,9,7.58,clear sky
365,Deniliquin,AU,-35.5333,144.9667,50.0,56,44,17.4,scattered clouds
366,Whitehorse,CA,60.7161,-135.0538,63.37,48,75,8.01,broken clouds
367,Vityazevo,RU,44.9931,37.2719,70.21,68,20,11.18,few clouds
368,Muzhi,RU,65.3667,64.6667,52.0,82,97,5.79,overcast clouds
369,Springbok,ZA,-29.6643,17.8865,45.84,18,87,11.25,overcast clouds
370,Saint-Louis,SN,16.3333,-15.0,78.91,66,84,13.56,broken clouds
371,Bubaque,GW,11.2833,-15.8333,78.15,86,100,17.09,moderate rain
372,Chandpur,IN,29.15,78.2667,88.02,66,11,7.34,few clouds
373,Nyurba,RU,63.2842,118.3319,74.37,35,96,9.13,overcast clouds
374,Bagan,RU,54.1001,77.6646,76.28,54,6,5.32,clear sky
375,Jacqueville,CI,5.2052,-4.4146,75.11,79,36,10.47,scattered clouds
376,Juan Lacaze,UY,-34.4342,-57.4381,61.12,96,100,13.35,heavy intensity rain
377,Washington,US,47.5001,-120.5015,90.0,25,0,6.55,clear sky
378,Klaksvik,FO,62.2266,-6.589,50.92,98,57,8.34,broken clouds
379,Sabang,ID,5.8933,95.3214,83.46,70,100,13.51,overcast clouds
380,Tuatapere,NZ,-46.1333,167.6833,51.82,63,100,7.67,overcast clouds
381,Bathsheba,BB,13.2167,-59.5167,80.74,83,100,9.82,overcast clouds
382,Buchanan,LR,5.8808,-10.0467,75.92,79,100,7.38,overcast clouds
383,Cabedelo,BR,-6.9811,-34.8339,70.47,85,21,11.68,few clouds
384,Pedreiras,BR,-4.5688,-44.6003,73.04,59,9,3.04,clear sky
385,Pedernales,DO,18.0384,-71.744,81.66,76,100,1.95,overcast clouds
386,Tautira,PF,-17.7333,-149.15,78.82,76,61,5.75,light rain
387,Seymchan,RU,62.8833,152.4333,58.82,82,100,2.93,overcast clouds
388,Asfi,MA,32.2994,-9.2372,67.44,81,5,12.26,clear sky
389,Xingyi,CN,24.1877,102.817,62.06,97,100,0.76,light rain
390,Chapais,CA,49.7834,-74.8492,67.78,56,100,12.03,overcast clouds
391,Margate,GB,51.3813,1.3862,63.95,91,91,6.31,overcast clouds
392,Adwa,ET,14.1646,38.8955,59.36,95,89,1.79,overcast clouds
393,Bud,US,39.447,-86.1758,80.58,88,15,7.31,few clouds
394,Nouakchott,MR,18.0858,-15.9785,75.13,81,59,12.86,broken clouds
395,Lompoc,US,34.6391,-120.4579,69.1,86,90,10.36,overcast clouds
396,Kondinskoye,RU,59.6481,67.41,63.84,74,100,3.65,overcast clouds
397,Lopukhiv,UA,48.3653,23.9638,56.05,86,1,2.51,clear sky
398,Brae,GB,60.3964,-1.353,55.31,80,99,6.11,overcast clouds
399,Pervomayskiy,RU,53.2485,40.2871,63.12,61,99,4.9,overcast clouds
400,Lavrentiya,RU,65.5833,-171.0,44.91,98,100,11.3,light rain
401,Awbari,LY,26.5921,12.7805,76.98,26,0,9.01,clear sky
402,Kidal,ML,18.4411,1.4078,84.29,56,94,13.53,overcast clouds
403,Columbus,US,39.9612,-82.9988,79.0,76,90,8.05,overcast clouds
404,Lotofaga,WS,-13.9764,-171.8578,87.58,79,40,18.25,scattered clouds
405,Vila Franca Do Campo,PT,37.7167,-25.4333,70.21,90,66,7.18,broken clouds
406,Alta Floresta,BR,-9.8756,-56.0861,71.62,49,24,3.09,few clouds
407,Mercedes,AR,-34.6515,-59.4307,61.86,98,96,5.37,overcast clouds
408,Mlowo,TZ,-9.0,32.9833,50.52,85,4,7.36,clear sky
409,Constantine,DZ,36.365,6.6147,83.61,26,75,1.14,broken clouds
410,Manokwari,ID,-0.8667,134.0833,81.19,73,100,7.61,heavy intensity rain
411,Saldanha,ZA,-33.0117,17.9442,53.44,45,100,10.8,overcast clouds
412,Helena,US,46.5927,-112.0361,78.76,27,0,1.99,clear sky
413,Cockburn Town,TC,21.4612,-71.1419,81.66,81,100,16.35,overcast clouds
414,Northam,GB,51.0333,-4.2167,63.39,93,99,5.93,overcast clouds
415,Kurilsk,RU,45.2333,147.8833,69.78,78,100,1.25,overcast clouds
416,Irati,BR,-25.4672,-50.6511,51.17,85,0,2.3,clear sky
417,Hami,CN,42.8,93.45,95.2,14,93,6.22,overcast clouds
418,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,70.39,68,20,13.42,few clouds
419,Djambala,CG,-2.5447,14.7533,66.7,60,6,4.23,clear sky
420,Lata,PT,40.1629,-8.3327,61.92,95,30,1.16,scattered clouds
421,Berbera,SO,10.4396,45.0143,83.41,49,100,36.1,overcast clouds
422,Souillac,MU,-20.5167,57.5167,70.18,78,40,11.5,scattered clouds
423,Avera,US,33.194,-82.5271,80.71,64,97,10.54,overcast clouds
424,Great Bend,US,38.3645,-98.7648,86.04,60,1,3.0,clear sky
425,Umm Kaddadah,SD,13.6017,26.6876,80.78,58,94,4.7,overcast clouds
426,Muscatine,US,41.4667,-91.1335,82.49,89,20,4.61,few clouds
427,Nizhniy Baskunchak,RU,48.2198,46.8311,74.75,43,0,6.15,clear sky
428,Campestre,BR,-21.7111,-46.2464,50.95,53,0,1.59,clear sky
429,Itaituba,BR,-4.2761,-55.9836,81.16,51,98,2.33,overcast clouds
430,Collie,AU,-33.3667,116.15,59.99,77,100,10.45,overcast clouds
431,Zhanaozen,KZ,43.3,52.8,80.31,50,7,18.16,clear sky
432,Emerald,AU,-23.5333,148.1667,73.54,23,0,9.22,clear sky
433,Port Moresby,PG,-9.4431,147.1797,85.42,70,40,14.97,haze
434,Koslan,RU,63.4564,48.8989,46.02,95,100,5.77,overcast clouds
435,Iberia,US,29.9502,-91.7507,84.27,94,1,4.61,clear sky
436,Iguape,BR,-24.7081,-47.5553,58.96,88,0,4.36,clear sky
437,Shelburne,CA,44.0787,-80.2041,67.89,100,68,14.61,broken clouds
438,Brewster,US,41.3973,-73.6171,73.74,80,1,4.61,clear sky
439,Norman Wells,CA,65.282,-126.8329,68.04,37,40,11.5,scattered clouds
440,Samarai,PG,-10.6167,150.6667,80.13,83,97,14.52,overcast clouds
441,Pinsk,BY,52.1229,26.0951,65.5,70,87,3.15,overcast clouds
442,Falmouth,GB,50.1544,-5.0711,61.7,100,24,5.01,few clouds
443,Patur,IN,20.45,76.9333,79.12,80,100,15.77,overcast clouds
444,Cap-Aux-Meules,CA,47.3821,-61.8597,55.42,76,0,4.61,clear sky
445,Kavkazskaya,RU,45.445,40.6728,72.34,44,98,8.84,overcast clouds
446,Liaocheng,CN,36.4439,115.9647,88.81,58,0,5.37,light rain
447,Kumluca,TR,36.3703,30.2869,80.91,57,0,3.8,clear sky
448,Makakilo City,US,21.3469,-158.0858,86.32,61,40,12.66,scattered clouds
449,Maumere,ID,-8.6199,122.2111,82.02,62,35,2.1,scattered clouds
450,Nyrob,RU,60.733,56.7202,48.04,72,95,5.08,overcast clouds
451,Caninde,BR,-4.3589,-39.3117,70.0,64,24,4.5,few clouds
452,Gweta,BW,-20.1833,25.2333,47.48,61,0,11.21,clear sky
453,Houma,US,29.5958,-90.7195,87.01,79,45,4.25,scattered clouds
454,Clyde River,CA,70.4692,-68.5914,32.23,100,90,17.27,mist
455,Hobyo,SO,5.3505,48.5268,76.55,79,92,22.17,overcast clouds
456,Hirara,JP,24.8,125.2833,88.07,84,75,16.11,broken clouds
457,Port Augusta,AU,-32.5,137.7667,62.74,48,8,20.42,clear sky
458,Sakakah,SA,29.9697,40.2064,83.77,29,4,7.05,clear sky
459,Coari,BR,-4.085,-63.1414,76.39,75,54,1.23,broken clouds
460,Nanlong,CN,31.3533,106.0631,84.56,73,58,1.74,broken clouds
461,Rovaniemi,FI,66.5,25.7167,56.61,76,0,8.05,clear sky
462,Bima,ID,-8.4667,118.7167,91.94,39,43,3.02,scattered clouds
463,Rorvik,NO,64.8621,11.2373,56.57,88,94,2.77,overcast clouds
464,Sehore,IN,23.2,77.0833,77.27,93,100,12.71,overcast clouds
465,La Palma,US,33.8464,-118.0467,81.5,80,1,4.0,clear sky
466,Araria,IN,26.15,87.5167,85.95,74,32,8.14,scattered clouds
467,Yumen,CN,40.2833,97.2,85.5,23,1,4.94,clear sky
468,Kulachi,PK,31.9286,70.4592,98.67,36,3,7.38,clear sky
469,Badian,PH,9.8647,123.3964,87.53,65,82,19.01,broken clouds
470,Terrace Bay,CA,48.7834,-87.1,60.42,74,36,4.43,scattered clouds
471,Altamont,US,42.2068,-121.7372,83.77,31,1,1.01,smoke
472,Montoro,ES,38.0241,-4.3834,71.74,33,1,3.85,clear sky
473,Moratuwa,LK,6.773,79.8816,82.42,82,98,9.53,overcast clouds
474,Hasaki,JP,35.7333,140.8333,91.29,74,18,11.81,few clouds
475,Horasan,TR,40.0458,42.1728,59.99,84,8,1.21,clear sky
476,Sola,VU,-13.8833,167.55,86.67,74,75,5.75,broken clouds
477,Ayagoz,KZ,47.9714,80.4392,81.63,28,0,1.59,clear sky
478,El Dorado,US,38.7666,-120.5177,87.08,30,0,1.32,clear sky
479,Vardo,NO,70.3705,31.1107,46.18,84,97,24.32,overcast clouds
480,Luchenza,MW,-16.0069,35.3095,53.38,96,73,7.54,broken clouds
481,Irricana,CA,51.3237,-113.6048,77.18,41,74,11.63,broken clouds
482,Ures,MX,29.4333,-110.4,82.27,77,100,3.15,overcast clouds
483,Puerto Escondido,MX,15.85,-97.0667,82.31,83,100,5.7,overcast clouds
484,Waingapu,ID,-9.6567,120.2641,84.45,51,59,10.83,broken clouds
485,Bureya,RU,49.8133,129.8131,81.77,65,58,9.66,broken clouds
486,Hatillo,PR,18.4863,-66.8254,81.86,85,4,5.35,clear sky
487,Miandrivazo,MG,-19.5167,45.4667,64.56,66,1,2.98,clear sky
488,Chase,CA,50.8165,-119.6857,83.71,43,34,2.66,scattered clouds
489,Tura,IN,25.5198,90.2201,81.12,83,93,6.29,light rain
490,Oruro,BO,-17.9833,-67.15,44.53,45,65,6.71,broken clouds
491,Laguna,US,38.421,-121.4238,96.46,36,1,1.99,clear sky
492,Puquio,PE,-14.7,-74.1333,49.35,63,89,1.9,overcast clouds
493,Nandgaon,IN,20.3167,74.65,76.71,83,100,18.79,light rain
494,Nassau,US,40.7507,-73.5829,75.7,79,1,5.01,clear sky
495,Gizo,SB,-8.103,156.8419,81.88,77,83,10.11,moderate rain
496,Havre-Saint-Pierre,CA,50.2334,-63.5986,52.16,93,1,0.0,clear sky
497,Nechanice,CZ,50.2374,15.6328,69.66,65,72,5.61,light rain
498,Korsakov,RU,46.6328,142.7813,84.04,81,65,11.52,broken clouds
499,Oyama,JP,36.3,139.8,93.81,45,16,4.16,few clouds
500,Bilibino,RU,68.0546,166.4372,59.76,48,60,1.79,broken clouds
501,Matara,LK,5.9485,80.5353,81.12,80,33,9.62,scattered clouds
502,Pastavy,BY,55.1168,26.8326,54.43,79,3,2.84,clear sky
503,Verkhnevilyuysk,RU,63.4453,120.3167,73.71,32,35,10.27,scattered clouds
504,Andenes,NO,69.3143,16.1194,55.08,94,90,16.11,light rain
505,Roma,US,43.2128,-75.4557,75.4,69,90,5.75,overcast clouds
506,Aklavik,CA,68.2191,-135.0107,72.43,49,83,13.44,broken clouds
507,Port-Gentil,GA,-0.7193,8.7815,74.64,73,100,8.08,overcast clouds
508,Qrendi,MT,35.8347,14.4583,75.11,83,0,2.3,clear sky
509,El Tigre,VE,8.8875,-64.2454,73.71,92,100,3.2,overcast clouds
510,Yebaishou,CN,41.3975,119.6408,85.23,57,92,16.11,overcast clouds
511,Te Anau,NZ,-45.4167,167.7167,53.44,68,100,5.73,overcast clouds
512,Hohhot,CN,40.8106,111.6522,75.49,69,40,2.24,moderate rain
513,Urucara,BR,-2.5364,-57.76,79.34,63,82,2.91,broken clouds
514,Moree,AU,-29.4667,149.85,59.02,38,4,18.41,clear sky
515,Boa Vista,BR,2.8197,-60.6733,80.58,78,75,2.3,broken clouds
516,Kathu,TH,7.9178,98.3332,87.69,73,100,15.1,overcast clouds
517,Lajas,PR,18.05,-67.0593,81.19,88,4,1.01,clear sky
518,Puri,IN,19.8,85.85,87.39,68,98,5.86,overcast clouds
519,Puerto Gaitan,CO,4.3133,-72.0816,75.36,84,97,4.65,overcast clouds
520,Lasa,IT,46.6166,10.7002,67.08,95,85,3.18,overcast clouds
521,Panzhihua,CN,26.5851,101.7128,81.7,62,9,1.19,clear sky
522,Katherine,AU,-14.4667,132.2667,89.92,31,87,9.22,overcast clouds
523,Dhidhdhoo,MV,6.8833,73.1,78.17,92,100,24.83,light rain
524,Sakyla,FI,61.0333,22.3333,53.64,78,33,2.82,scattered clouds
525,Moyale,KE,3.5167,39.0584,61.45,69,100,12.06,overcast clouds
526,Orotukan,RU,62.2667,151.7,61.41,83,100,8.55,light rain
527,Waipawa,NZ,-41.4122,175.5153,56.03,64,1,10.33,clear sky
528,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,72.86,98,100,1.97,overcast clouds
529,Vredendal,ZA,-31.6683,18.5012,54.63,20,100,14.12,overcast clouds
530,Sechura,PE,-5.5569,-80.8222,66.24,78,2,7.78,clear sky
531,Comodoro Rivadavia,AR,-45.8667,-67.5,42.66,52,0,6.91,clear sky
532,Dax,FR,43.75,-1.1667,66.42,93,100,8.05,overcast clouds
533,Bataipora,BR,-22.2953,-53.2711,67.91,36,0,7.87,clear sky
534,Huanan,CN,46.2167,130.5167,88.72,52,100,4.07,overcast clouds
535,Nurota,UZ,40.5614,65.6886,93.29,15,0,11.95,clear sky
536,Kapchorwa,UG,1.3965,34.4509,55.98,75,83,4.16,broken clouds
537,Grimshaw,CA,56.1834,-117.6027,68.7,42,20,14.97,few clouds
538,Hay River,CA,60.8156,-115.7999,51.78,71,75,2.3,broken clouds
539,Saint Anthony,US,45.0205,-93.218,78.71,45,1,4.61,clear sky
540,Wuwei,CN,37.9281,102.6414,70.9,70,100,4.07,overcast clouds
541,Pacific Grove,US,36.6177,-121.9166,73.26,88,40,1.01,scattered clouds
542,Inhambane,MZ,-23.865,35.3833,60.78,82,40,4.61,scattered clouds
543,Camambugan,PH,10.0584,124.4381,91.35,62,74,15.86,broken clouds
544,Kulhudhuffushi,MV,6.6221,73.07,79.23,87,97,23.2,moderate rain
545,Leningradskiy,RU,69.3833,178.4167,36.3,96,100,6.31,overcast clouds
546,Kiama,AU,-34.6833,150.8667,58.37,43,2,26.28,clear sky
547,Dukat,RU,62.55,155.55,54.73,83,100,4.97,overcast clouds
548,Maningrida,AU,-12.0667,134.2667,85.87,47,4,6.91,clear sky
549,Sanary-Sur-Mer,FR,43.1178,5.8001,74.88,73,100,4.18,overcast clouds
550,Nikolsk,RU,53.7189,46.0712,55.33,75,0,2.39,clear sky
551,Tres Arroyos,AR,-38.3739,-60.2798,45.36,82,87,6.93,overcast clouds
552,Vestmannaeyjar,IS,63.4427,-20.2734,51.03,77,52,9.15,broken clouds
553,Prado,BR,-17.3411,-39.2208,70.43,64,66,6.46,broken clouds
554,Port Hedland,AU,-20.3167,118.5667,82.45,18,61,11.5,broken clouds
555,Bella Vista,US,36.4295,-94.2316,83.32,80,1,0.0,clear sky
556,Port Lincoln,AU,-34.7333,135.8667,59.13,74,44,27.11,scattered clouds
557,Lubbock,US,33.6001,-101.8338,86.38,52,20,3.0,few clouds
558,Lagos,NG,6.5833,3.75,77.32,87,7,2.66,clear sky
559,Kirakira,SB,-10.4544,161.9205,83.57,77,51,9.1,light rain
560,Crib Point,AU,-38.35,145.2,53.92,71,95,25.21,overcast clouds
